2023-10-18 10:32:57.531
Trial Number,Time Stamp,Relative Start Time,Cursor X (Relative to Origin),Cursor Y(Relative to Origin),Joystick X,Joystick Y
2,2023-10-18 10:33:24.2,26673.0,-0.6267,0.1871,-0.0020,-0.0020
2,2023-10-18 10:33:24.25,26723.0,-3.3505,0.9516,-0.0020,-0.0020
2,2023-10-18 10:33:24.3,26773.0,-5.2940,1.4609,-0.0020,-0.0020
2,2023-10-18 10:33:24.35,26823.0,-10.0703,2.5998,-0.0020,-0.0020
2,2023-10-18 10:33:24.4,26873.0,-12.8248,3.1866,-0.0020,-0.0020
2,2023-10-18 10:33:24.45,26923.0,-18.9226,4.3057,-0.0020,-0.0020
2,2023-10-18 10:33:24.5,26973.0,-22.2224,4.8078,-0.0020,-0.0020
2,2023-10-18 10:33:24.55,27023.0,-29.2369,5.6314,-0.0020,-0.0020
2,2023-10-18 10:33:24.6,27073.0,-32.9226,5.9299,-0.0020,-0.0020
2,2023-10-18 10:33:24.65,27123.0,-40.5861,6.2493,-0.0020,-0.0020
2,2023-10-18 10:33:24.7,27173.0,-44.5397,6.2525,-0.0020,-0.0020
2,2023-10-18 10:33:24.75,27223.0,-52.6323,5.9075,-0.0020,-0.0020
2,2023-10-18 10:33:24.8,27273.0,-56.7485,5.5466,-0.0020,-0.0020
2,2023-10-18 10:33:24.85,27323.0,-65.0649,4.4227,-0.0020,-0.0020
2,2023-10-18 10:33:24.9,27373.0,-69.2434,3.6522,-0.0020,-0.0020
2,2023-10-18 10:33:24.95,27423.0,-77.5887,1.6822,-0.0020,-0.0020
2,2023-10-18 10:33:25.0,27473.0,-81.7362,0.4806,-0.0020,-0.0020
2,2023-10-18 10:33:25.05,27523.0,-89.9364,-2.3539,-0.0020,-0.0020
2,2023-10-18 10:33:25.1,27573.0,-93.9736,-3.9838,-0.0020,-0.0020
2,2023-10-18 10:33:25.15,27623.0,-101.8890,-7.6552,-0.0020,-0.0020
2,2023-10-18 10:33:25.2,27673.0,-109.5587,-11.8497,-0.0020,-0.0020
2,2023-10-18 10:33:25.25,27723.0,-113.2921,-14.1313,-0.0020,-0.0020
2,2023-10-18 10:33:25.3,27773.0,-120.5451,-19.0361,-0.0020,-0.0020
2,2023-10-18 10:33:25.35,27823.0,-124.0627,-21.6475,-0.0020,-0.0020
2,2023-10-18 10:33:25.4,27873.0,-130.8801,-27.1582,-0.0020,-0.0020
2,2023-10-18 10:33:25.45,27923.0,-134.1818,-30.0454,-0.0020,-0.0020
2,2023-10-18 10:33:25.5,27973.0,-140.5782,-36.0542,-0.0020,-0.0020
2,2023-10-18 10:33:25.55,28023.0,-143.6766,-39.1648,-0.0020,-0.0020
2,2023-10-18 10:33:25.6,28073.0,-149.6831,-45.5737,-0.0020,-0.0020
2,2023-10-18 10:33:25.65,28123.0,-152.5946,-48.8632,-0.0020,-0.0020
2,2023-10-18 10:33:25.7,28173.0,-158.2410,-55.5944,-0.0020,-0.0020
2,2023-10-18 10:33:25.75,28223.0,-160.9774,-59.0304,-0.0020,-0.0020
